StoryID	Keyword	Comment	Timing	ParentKeyword
tos2x17	boobs			
tos2x17	biblical Daniel			fictional historical character
tos2x18	red alert	2x	1:36, 26:27	
tos2x18	planetary survey			
tos2x18	landing party	Kirk, Spock, Rizzo, two redshirts; Kirk, Garrovick, four redshirts; Kirk, Garrovick	0:00-3:50, 12:15-14:15, 44:22-47:20	
tos2x18	confinement to quarters	Garrovick		
tos2x18	cross circuit			transporter trick
tos2x18	A Survey on Cygnian Respiratory Diseases			fictional paper
tos2x18	phaser cuts rock			phaser trick
tos2x18	cobalt bomb			
tos2x18	phaser-2			
tos2x18	battle stations	1x	31:50	
tos2x18	reverse pressure			mechanical trick
tos2x18	copper-based hemoglobin			
tos2x18	antimatter explosion			
tos2x18	cross circuiting to B			transporter trick
tos2x18	massive blood transfusion	Rizzo		medical procedure
tos2x18	maximum warp			
tos2x18	hypospray	Rizzo by Christine	8:00	
tos2x19	red alert	1x	11:04	
tos2x19	long range scan			
tos2x19	tractor beam			
tos2x19	shore leave			
tos2x19	Coalsack Nebula			astronomical feature
tos2x19	reverse logic			
tos2x19	rest and recreation			
tos2x19	interstellar dust cloud		mentioned	
tos2x19	galactic nebulae			
tos2x19	hypospray	McCoy@Kirk, McCoy@Chekov, McCoy@Kyle	12:40, 12:47, 12:58	
tos2x19	zone of energy			
tos2x19	reverse thrust			
tos2x19	the rules of logic	scotty said		
tos2x19	telemetry probe			probe
tos2x19	countdown	57 seconds		
tos2x19	unilateral hypospray			
tos2x19	senior staff meeting	Kirk, McCoy, Scotty, Spock, redshirt, yellowshirt, blueshirt	17:55-19:29	
tos2x20	Prime Directive			
tos2x20	cultural contamination			
tos2x20	landing party	Kirk, Spock, McCoy	2:46-19:45	
tos2x20	Chicago Mobs of the Twenties			fictional book
tos2x20	20th century			
tos2x20	mobster			character
tos2x20	drive by shooting			
tos2x20	fizzbin			card game
tos2x20	shoot out			
tos2x20	Vulcan neck pinch	Spock@gangster, Spock@radio operator, Spock@gangster	16:35, 17:48, 32:13	
tos2x20	standard orbit			orders
tos2x20	standard equipment			orders
tos2x20	billiards			game
tos2x20	darts			game
tos2x20	out of the mouth of babes			biblical reference
tos2x20	misc transport	gangster from one location to another	42:00	transport
tos2x20	physical altercation time		5:50-6:00, 16:30-17:15, 25:00-25:20, 32:10-32:40, 37:48-37:55, 44:27-45:42	
tos2x21	red alert	1x	5:00	
tos2x21	distress call			
tos2x21	landing party	Kirk, Spock, McCoy, Shea, Yeoman Thompson	0:10-	
tos2x21	Andromeda Galaxy			astronomical feature
tos2x21	galactic barrier			what's out there
tos2x21	mind meld			
tos2x21	kiss	Kirk/Kelinda, Kirk/Kelinda, Kelinda/Rojan, Kirk/Kelinda, Kelinda/Rojan	35:17-35:28, 36:15-36:20, 36:40-36:45, 42:35-42:04, 48:40-48:45	
tos2x21	3D chess	Spock and Rojan		
tos2x21	hypospray	McCoy@Spock, McCoy@Hanar, McCoy@Hanar	19:29, 33:55, 39:55	
tos2x21	drunk	Scotty and Tomar		
tos2x21	central projector			
tos2x21	Rigelian Kassaba fever			fever
tos2x21	Scotch whisky			drink
tos2x21	Shakespeare			historical character
tos2x21	intergalactic void			what's out there
tos2x21	Vulcan trance			
tos2x21	sasheer			
tos2x21	high potency vitamin concentrate			
tos2x21	Scottish stereotyping			
tos2x21	circular card game			game
tos2x21	unknown metal impervious to phasers			
tos2x21	3D checkers			game
tos2x21	Vulcan mind probe	Spock at Kelinda	11:00-11:17	
tos2x21	physical altercation time		45:30-47:45	
tos2x22	distress signal			
tos2x22	landing party	Kirk, Spock, McCoy, Mulhall	8:10-19:14	
tos2x22	hypospray attack	Christine to Henoch	45:35	
tos2x22	kiss	Kirk&Mulhall, Kirk&Mulhall, Kirk&Mulhall	26:40-26:45, 37:05-37:15, 48:42-48:52	
tos2x22	Adam and Eve			Biblical reference
tos2x22	class M planet			
tos2x22	oxygen-nitrogen atmosphere			
tos2x22	astrobiology			
tos2x22	unknown super strong alloy	Spock noticed		
tos2x22	cataclysm ripping away the atmosphere	potential existential risk		
tos2x22	standard orbit			
tos2x22	dead world			
tos2x22	Vulcan mind meld	Henoch in body of Spock to Christine	29:00-29:10	
tos2x22	catgut			substance
tos2x22	senior staff meeting	Kirk, McCoy, Scotty, Mulhall, Spock	19:14-23:32	
tos2x22	hypospray	Christine to Kirk	37:40	
tos2x22	physical altercation time		41:30-41:47, 44:46-45:35	
tos2x23	Nazi			
tos2x23	20th century			
tos2x23	Alexander the Great			historical character
tos2x23	Napoleon			historical character
tos2x23	Caesar			historical character
tos2x23	cultural contamination			
tos2x23	Hitler			historical character
tos2x23	Vulcan mind probe	Spock@Gill	38:40-39:27	
tos2x23	Vulcan neck pinch	Spock at Gestapo officer, Spock@guard, Spock@guard	8:22, 18:36, 36:18	
tos2x23	Ramesses II			historical character
tos2x23	Lee Kuan			fictional historical character
tos2x23	explosion			
tos2x23	thermo nuclear warhead			weapon
tos2x23	Gestapo			
tos2x23	nazi german stereotyping			
tos2x23	fuhrer			
tos2x23	lieutenant			
tos2x23	major			
tos2x23	chairman			
tos2x23	pickpocketing	kirk@nazi		
tos2x23	depute fuhrer			
tos2x23	formal declaration of war			
tos2x23	foreign secretary	was it foreign? the girl		
tos2x23	colonel			
tos2x23	hate speech			
tos2x23	general stimulant			
tos2x23	Vulcan mind probe	same as mind meld?		
tos2x23	professor			
tos2x23	intercept course	rocket@Enterprise		space maneuver
tos2x23	subcutaneous transponder			
tos2x23	intercept course	Zeon ship at Enterprise	1:13	
tos2x23	landing party	Kirk, Spock	4:36-	
tos2x23	hypospray	McCoy@Kirk, McCoy@Spock, McCoy@Gill, Kirk@Gill	4:05, 4:09, 37:20, 43:16	
tos2x23	physical altercation time		4:55-5:44, 7:12-7:30, 8:15-8:22, 10:00-10:25, 18:36, 36:18, 41:55-42:40, 45:45-46:00	
tos2x24	red alert	2x	17:10, 24:14	
tos2x24	red alert in Kirk's neck	1x	8:04	alert
tos2x24	commodore			
tos2x24	A7 computer expert classification			
tos2x24	war games			
tos2x24	ship explosion	Woden		
tos2x24	Albert Einstein			historical character
tos2x24	Finagle's Folly			beverage
tos2x24	general quarters			
tos2x24	a toast to James T Kirk captain of the Enterprise			formal toast
tos2x24	Sea-Fever			literary reference
tos2x24	Nobel prize			
tos2x24	Kazanga			fictional historical character
tos2x24	Sitar of Vulcan			fictional historical character
tos2x24	general survey party			
tos2x24	astrobiologist			
tos2x24	parallel course	USS Excaliber & USS Lexington	16:08	
tos2x24	senior staff meeting	Kirk, Spock, McCoy, Scotty	27:40-28:30	
tos2x24	physical altercation time		32:20-32:52, 42:45-42:50	
tos2x24	Vulcan neck pinch	Spock at Daystrom	42:47	
tos2x25	red alert	1x	0:30	
tos2x25	derelict ship	USS Exeter		
tos2x25	boarding party	Kirk, Spock, McCoy, Galloway	1:42-6:52	
tos2x25	ship to ship transport	Kirk, Spock, McCoy, Galloway	1:42	
tos2x25	common cold			
tos2x25	Vulcan neck pinch	Spock to Cloud William's girl	22:30	
tos2x25	Starfleet Regulation 7			
tos2x25	impending execution	Cloud William		
tos2x25	Mongol stereotyping			
tos2x25	hypospray	McCoy@Galloway		
tos2x25	collateral destruction of a rather large clay vessel	Tracy with phaser		
tos2x25	feat of strength	cloud ripping out iron bars		
tos2x25	accidental disintegration of an urn	tracy firing at kirk		
tos2x25	landing party	Kirk, Spock, McCoy, Galloway; Sulu, two redshirts	6:52-49:20, 45:30-49:20	
tos2x25	physical altercation time		12:05-13:30, 17:46-18:07, 19:00-20:05, 20:50-22:32, 25:48-28:50, 32:40-34:00, 42:44-45:46	
tos2x26	red alert	2x	0:38, 10:00	
tos2x26	security alert	1x	9:38	
tos2x26	intruder alert	1x	31:54	alert
tos2x26	time travel			
tos2x26	light-speed breakaway factor			
tos2x26	Vulcan neck pinch	Spock at guard	43:50	
tos2x26	stun by phaser	Gary Seven		
tos2x26	Earth Cold War			
tos2x26	Lyndon Johnson			historical character
tos2x26	cat			
tos2x26	dumb blond stereotyping			
tos2x26	rocket			
tos2x26	deliberate destruction of a doorknob	Gary Seven		
tos2x26	sabotage of a rocket			
tos2x26	diverted transport			
tos2x26	deliberate destruction of a telephone cord	Gary Seven		
tos2x26	landing party	Kirk, Spock; Kirk, Spock	15:20-25:07, 31:12-49:12	
tos2x26	physical altercation time		5:43-5:54, 22:40-23:15, 42:38-42:45	
tos3x01	red alert	2x	0:12, 47:02	
tos3x01	first contact			
tos3x01	buoy			
tos3x01	death sentence			
tos3x01	Vulcan mind meld	Spock to Kirk, McCoy, Scotty	42:41-43:00, 43:13-43:44, 43:53-44:25	
tos3x01	kiss	Chekov and Sylvia	15:40-16:15, 27:07-27:09	
tos3x01	green burst of light			light effect
tos3x01	thunder storm			weather phenomena
tos3x01	showdown			
tos3x01	probe explosion	Melkot buoy		
tos3x01	standard interstellar symbols			communication trick
tos3x01	space buoy			
tos3x01	standard orbit			
tos3x01	landing party	Scotty, Chekov, Spock, Kirk, McCoy	4:26-48:00	
tos3x01	American stereotyping			
tos3x01	gas grenade			weapon
tos3x01	shotgun			weapon
tos3x01	revolver			weapon
tos3x01	cattle rustler			character
tos3x01	horse thief			character
tos3x01	lightning storm			
tos3x01	duel			
tos3x01	explosion	alien probe		
tos3x01	full stop		1:38	space maneuver
tos3x01	Ike Clanton			historical character
tos3x01	Frank McLowery			historical character
tos3x01	Tom McLowery			historical character
tos3x01	Billy Claiborne			historical character
tos3x01	Billy Clanton			historical character
tos3x01	Doc Holliday			historical character
tos3x01	Wyatt Earp			historical character
tos3x01	Morgan Earp			historical character
tos3x01	Virgil Earp			historical character
tos3x01	O.K. Corral			historical reference
tos3x01	physical altercation time		11:45-12:00, 19:40-20:00, 27:09-30:01, 35:52-36:10, 44:35-46:01	
tos3x02	red alert	1x	32:32	
tos3x02	yellow alert	1x	21:56	
tos3x02	intruder alert	1x	27:00	
tos3x02	security alert	1x	27:06	
tos3x02	Federation-Klingon border			
tos3x02	temper tantrum	Elaan		
tos3x02	crying	Elaan	24:54-25:30	
tos3x02	kiss	Kirk and Elaan	25:36-25:42, 26:03-26:08, 30:37-30:52	
tos3x02	parallel course	Klingon warbird	14:44, 41:40	space maneuver
tos3x02	feast			
tos3x02	stun by phaser	Kirk to two Elasian guards		
tos3x02	love potion			
tos3x02	battle stations			
tos3x02	sabotage			
tos3x02	close fly by	Klingon warbird	34:28	space maneuver
tos3x02	intercept course	Klingon warbird	40:05	space maneuver
tos3x02	hard over	Enterprise	41:07	space maneuver
tos3x02	hard to port	Enterprise	43:10	space maneuver
tos3x02	farewell	Kirk and Elaan		
tos3x02	ambassador	Petri		
tos3x02	princess	Elaan		
tos3x02	greeting on one knee			
tos3x02	pivot at warp 2 to bring all tubes to bear	Enterprise	46:30	space maneuver
tos3x02	general quarters			
tos3x02	the power of Kirk's willpower			
tos3x02	beam up	three Elasian guards; Elaan	1:45, 2:40	
tos3x02	physical altercation time		20:12-20:37, 21:58-22:15, 22:50-22:55, 23:24-23:40	
tos3x03	American Indian stereotyping			
tos3x03	Atlantis			
tos3x03	Shangri la			
tos3x03	Tahiti Syndrome			syndrome
tos3x03	emotional outburst	McCoy		
tos3x03	mouth to mouth resuscitation			
tos3x03	medicine man			character
tos3x03	dilithium crystal circuit failure			mechanical complication
tos3x03	Indian chief			character
tos3x03	kiss	Kirk and Miramanee	25:56-26:00, 32:37-32:50, 34:45-34:57, 35:49-39:53, 49:00-49:05	
tos3x03	joining ceremony			wedding
tos3x03	hanky-panky	Kirk and Miramanee		
tos3x03	pregnancy			
tos3x03	thunder storm			weather phenomena
tos3x03	stoning			
tos3x03	Vulcan mind meld	Spock to Kirk	42:45-43:52	
tos3x03	worlds crappiest CPR			
tos3x03	simultaneous bombardment			space phaser trick
tos3x03	landing party	Kirk, Spock, McCoy	0:28-8:04	
tos3x03	physical altercation time		28:28-29:43, 39:40-40:35	
tos3x03	hypospray	Miramanee by Christine	41:25	
tos3x04	red alert	2x	2:32, 46:00	
tos3x04	Neutral Zone			
tos3x04	space confrontation	Enterprise and Romulans		
tos3x04	battle stations			
tos3x04	class 2 signal			
tos3x04	dismissed officer	Kirk to McCoy		
tos3x04	hostage			
tos3x04	negotiation			
tos3x04	odd behavior	Kirk		
tos3x04	emotional outburst	Kirk		
tos3x04	espionage			
tos3x04	seduction	Romulan commander to Spock		
tos3x04	dinner for two	Romulan commander and Spock		
tos3x04	Vulcan death grip			
tos3x04	Vulcan death grip	Spock to Kirk	24:10	
tos3x04	impending execution			
tos3x04	Romulan Rite of Statement			
tos3x04	hard about			space maneuver
tos3x04	all hands battle station			
tos3x04	surrounded in space			tactical complication
tos3x04	class 2 signal			
tos3x04	navigational error caused by instrument failure			
tos3x04	thrown in the brig	scotty@romulan x2		
tos3x04	recruitment meal			social function
tos3x04	subcommander			
tos3x04	centurion			
tos3x04	senior staff meeting	Kirk, Spock, Scotty, McCoy	6:18-8:50	
tos3x04	physical altercation time		19:40-19:55, 23:58-24:10, 35:33-35:35, 37:45-37:52	
tos3x04	the devil			
tos3x05	Ring Around the Rosy			old song
tos3x05	funeral			
tos3x05	sudden feeling of anxiety			mind complication
tos3x05	Federation outpost			
tos3x05	ice cream sundae			
tos3x05	emotional outburst	Scotty		
tos3x05	crying	the children		
tos3x05	Lacunar amnesia			
tos3x05	reverse course		49:20	space maneuver
tos3x05	he's dead Jim	Profesor Starnes		
tos3x05	distress call			
tos3x05	Ring Around the Rosie			nursery rhyme, song
tos3x05	child stereotyping			
tos3x05	interrogation	kirk@oldest kid		
tos3x05	landing party	Kirk, Spock, McCoy	0:11-9:51	
tos3x05	physical altercation time		23:45-24:10, 38:20-38:30, 40:50-41:20	
tos3x05	Vulcan neck pinch	Spock to redshirt	41:06	
tos3x06	red alert	1x	0:12	
tos3x06	space confrontation	Enterprise and ion power ship		
tos3x06	stun by phaser	Sigma Draconis VI man		
tos3x06	phaser a rock for heat			phaser trick
tos3x06	emotional outburst	Eymorg leader		
tos3x06	hypospray	McCoy to Luma, two Morg guards	21:32, 31:23, 31:25	
tos3x06	medical procedure			
tos3x06	speed surgery	McCoy		feat of speed
tos3x06	Roman empire			historical reference
tos3x06	thief			
tos3x06	volcanic activity		mentioned	
tos3x06	landing party	Kirk, Scotty, McCoy, Spock, Chekov, two redshirts	13:00-49:00	
tos3x06	physical altercation time		14:36-15:40, 30:44-31:10, 35:08-36:00	
tos3x07	red alert	1x	20:00	
tos3x07	ancient Greece			
tos3x07	Lord Byron			historical character, 18th century
tos3x07	She Walks in Beauty like the Night	Lord Byon's poem		poem, literary reference
tos3x07	Vulcan salute	Spock to Miranda		
tos3x07	visor			
tos3x07	green flash of light			light effect
tos3x07	formal dinner	Kirk, Spock, McCoy, Scotty, Miranda Jones, Larry Marvick	8:00-13:22	social function
tos3x07	Scottish stereotyping			
tos3x07	a toast to beauty	Kirk		formal toast
tos3x07	a toast to Miranda Jones			
tos3x07	the loveliest human to ever grace a starship	Kirk		formal toast
tos3x07	kiss	Miranda and Larry	15:28-15:36	
tos3x07	proclamation of love	Larry to Miranda		
tos3x07	he's dead Jim	Larry		
tos3x07	galactic barrier  Vulcan mind meld	Spock and Kollos	34:50-40:50	what's out there
tos3x07	ambassador			
tos3x07	stun by phaser	Spock		
tos3x07	farewell			
tos3x07	ambassador	Kollos		
tos3x07	autopsy			
tos3x07	physical altercation time		17:45-17:56, 20:08-20:30, 21:40-22:05, 23:20-23:30, 41:43-42:10	
tos3x08	doomed planet			
tos3x08	solar flare			astronomical phenomena
tos3x08	cosmic rays			
tos3x08	landing party	Kirk, Spock, McCoy		
tos3x08	beam down	Kirk, Spock, McCoy	0:12	
tos3x08	sand bats			
tos3x08	Prime Directive			
tos3x08	Vulcan neck pinch	Spock to Vian	45:50	
tos3x08	sneak hypospray attack	McCoy to Kirk, McCoy to Spock	28:36, 30:24	
tos3x08	earthquake			
tos3x08	Psalm ninety five			Biblical reference, poem
tos3x08	windstorm			weather phenomena
tos3x08	illusion			
tos3x08	emotional outburst	Kirk		
tos3x08	crying	Gem	42:38-43:06	
tos3x08	rapid healing	the empath		
tos3x08	Parable of the Pearl			Biblical reference
tos3x09	red alert	2x	17:00, 44:20	
tos3x09	memorial service			
tos3x09	eulogy			
tos3x09	hypospray attack	Christine blueshirt	19:36	
tos3x09	hypospray	McCoy to Kirk	47:20	
tos3x09	environmental suit			
tos3x09	emotional outburst	Chekov		
tos3x09	ship-wide space madness			ship crisis
tos3x09	Vulcan neck pinch	Spock to Chekov	14:41	
tos3x09	temper tantrum	Chekov, redshirt		
tos3x09	distress call			
tos3x09	fused power supply converters			mechanical complication
tos3x09	jammed transporter frequencies			transporter complication
tos3x09	confinement to sickbay	several crewmen		
tos3x09	ghostly visage	of kirk		
tos3x09	away team	Kirk, Spock, McCoy, Chekov	2:53-11:27	
tos3x09	physical altercation time		14:22-14:41, 19:10-19:36, 27:30-27:42, 36:00-36:25	
tos3x09	intercept course	Tholian vessel to Enterprise	16:45	
tos3x10	red alert	1x	0:12	
tos3x10	emotional outburst	Christine		
tos3x10	chemical fueled missile			
tos3x10	full sensor probe			probe
tos3x10	impending catastrophe			
tos3x10	Prime Directive			
tos3x10	he's dead jim	old man		
tos3x10	a toast to our good friends of Yonada	Kirk		formal toast
tos3x10	kiss	McCoy and Natira	24:30-24:43, 33:44-33:52	
tos3x10	supernova			
tos3x10	violated order	McCoy		
tos3x10	wedding	McCoy and Natira		
tos3x10	parallel course		35:15	space maneuver
tos3x10	emotional outburst	Natira		
tos3x10	farewell	McCoy and Natira		
tos3x10	high priestess			
tos3x10	kneeling			
tos3x10	oracle			
tos3x10	false god			
tos3x10	instrument of obedience			pain implant
tos3x10	marriage			
tos3x10	alien marriage ceremony			
tos3x10	away team	Kirk, Spock, McCoy	7:00-32:25	
tos3x10	physical altercation time		8:05-8:40	
tos3x11	red alert	1x	1:30	
tos3x11	distress call			
tos3x11	suspended in transport			transporter trick
tos3x11	agonizer			
tos3x11	Organian Peace Treaty			
tos3x11	surrender			
tos3x11	stand off			
tos3x11	general quarters			
tos3x11	ship explosion	Klingon vessel	11:05	
tos3x11	delusion	Chekov about his brother		
tos3x11	victory cheer	Klingons upon taking engineering		
tos3x11	emotional outburst	Chekov, McCoy, Scotty, Kirk, Uhura, Johnson		
tos3x11	rape	Chekov to Mara		
tos3x11	Vulcan neck pinch	Spock to Johnson, Spock to Klingon	36:12, 45:32	
tos3x11	intra-ship beaming			transporter trick
tos3x11	landing party	Kirk, Chekov, McCoy, redshirt	0:10-4:00	
tos3x11	condition red			
tos3x11	secret alert			communicator trick
tos3x11	scottish stereotyping	scotty claymore		
tos3x11	physical altercation time		5:20-6:20, 14:50-16:00, 21:10-21:28, 31:38-32:35, 44:35-45:56	
tos3x12	Plato			historical character
tos3x12	Pan			fictional character
tos3x12	distress call			
tos3x12	shield of Pericles			artifact
tos3x12	Pericles			historical character
tos3x12	Sonet LVII			literary reference, poem
tos3x12	Shakespeare			historical character
tos3x12	kiss	Kirk and Uhura, Spock and Christine	43:00-43:10, 41:25-41:40	
tos3x12	A Serenade from the Laughing Spaceman			song
tos3x12	2D chess			
tos3x12	hypospray	Parmen to self, McCoy to Parmen, McCoy to Kirk, McCoy to Spock	2:16, 8:28, 34:32, 32:36	
tos3x12	heavy turbulence			ship crisis
tos3x12	court jester			character
tos3x12	lyre			
tos3x12	Socrates			historical character
tos3x12	ancient Greece			
tos3x12	Hippocrates			historical character
tos3x12	kithara			artifact
tos3x12	song and dance routine			
tos3x12	emotional outburst	McCoy		
tos3x12	hearty laughter	Spock		vocalization
tos3x12	crying	Spock, Alexander	24:28-26:18	
tos3x12	wanton destruction of a chalice	Spock		act of wanton destruction
tos3x12	wanton destruction of a vase	Alexander		act of wanton destruction
tos3x12	dwarf			character
tos3x12	landing party	McCoy, Kirk, Spock		
tos3x12	alien 2D chess			
tos3x12	wanton destruction of miscellaneous objects through psychokinetic powers in a delirium	Parmen		act of wanton destruction
tos3x12	court buffoon			
tos3x12	philosopher king			
tos3x12	Tweedle Dee			fictional character
tos3x12	Tweedle Dum			fictional character
tos3x12	Through the Looking Glass and What Alice Found There			literary reference
tos3x12	drum			
tos3x12	lyre			
tos3x12	whip	kirk		weapon
tos3x12	burning hot poker	spock		weapon
tos3x12	knife	alexander		weapon
tos3x12	wanton destruction of an oversized chess set	Parmen		act of wanton destruction
tos3x12	squeezed goblet			feat of strength
tos3x12	physical altercation time		4:05:4:20	
tos3x13	red alert	1x	48:20	
tos3x13	stand-by alert	1x	5:24	alert
tos3x13	distress call			
tos3x13	radiation poisoning			
tos3x13	unexplained events			
tos3x13	industrial scale	Scalosians 7		
tos3x13	landing party	Kirk, McCoy, Spock, two redshirts		
tos3x13	hot chick			
tos3x13	kiss	Kirk and Deela, Kirk and Deela, Rael and Deela, Kirk and Deela	13:27-13:30, 15:18-15:27, 24:32-24:37, 33:55-34:06	
tos3x13	sabotage	Kirk to transporter		
tos3x13	queen	Deela		character
tos3x13	infertility			
tos3x13	speed repairs	Spock repairs ship when hyper accelerated, lol		feat of speed
tos3x13	farewell	Kirk and Deela		
tos3x13	deflectors inoperative	mechanical complication		
tos3x13	computer situation analysis	stating the obvious?		
tos3x13	hot alien babe			
tos3x13	sabotaged transporter	kirk		transporter complication
tos3x13	gigantic deep freeze			
tos3x13	deliberate destruction of a deep freeze device	Kirk, Spock		act of deliberate destruction
tos3x13	morning after			
tos3x13	physical altercation time		19:20-19:40, 38:56-39:40	
tos3x14	red alert	1x	20:50	
tos3x14	security alert	1x	20:48	alert
tos3x14	landing party	Kirk, McCoy, Sulu, D'Amato		
tos3x14	geologist	D'Amato		character
tos3x14	earthquake			
tos3x14	autopsy			
tos3x14	super warp travel			
tos3x14	intruder			
tos3x14	magnetic bottle			
tos3x14	top warp speed			
tos3x14	space turbulence			
tos3x14	hypospray	McCoy to Sulu	25:13	
tos3x14	phaser on overload			
tos3x14	explosion			
tos3x14	hot babe			
tos3x14	Tunguska Event	meteor strike		historical reference
tos3x14	explosion	from phaser grave		
tos3x14	phaser grave digging			phaser trick
tos3x14	grade 4 engineer			
tos3x14	phaser overload explosion			explosion
tos3x15	red alert	2x	11:11, 20:30	
tos3x15	warring factions			
tos3x15	decontamination mission			
tos3x15	shuttlecraft			
tos3x15	rescue			
tos3x15	political asylum			
tos3x15	self-destruct			
tos3x15	civil war			
tos3x15	Mendel			historical character
tos3x15	sabotage			
tos3x15	hull breach			
tos3x15	absconded shuttlecraft			
tos3x15	Leonardo da Vinci			historical character
tos3x15	evasive maneuver	Enterprise	10:50	space maneuver
tos3x15	collision course	Bele's scout ship	11:04	space maneuver
tos3x15	heated argument	Bele and Locai		
tos3x15	Coalsack Nebula			nebula
tos3x15	circular course	Enterprise	28:46	space maneuver
tos3x15	warning shot			
tos3x15	command frequency 2			
tos3x15	chief officer of the commission of political traders			
tos3x15	3D chess	seen		
tos3x15	decontamination procedure			
tos3x15	hypospray	McCoy to Locai	4:08	
tos3x15	physical altercation time		42:26-42:46, 45:14-45:50	
tos3x16	super villain			character
tos3x16	emotional outburst	Garth		
tos3x16	feast			social function
tos3x16	Vulcan neck pinch	Spock to  Marta, Spock to Andorian, Spock to Tellarite	29:12, 43:20, 43:20	
tos3x16	stun by phaser	Garth to Kirk, Garth to Tellarite, Spock to Garth		
tos3x16	coronation ceremony			ceremony
tos3x16	Alexander the Great			historical character
tos3x16	Napoleon			historical character
tos3x16	Julius Caesar			historical character
tos3x16	Cochrane deceleration maneuver		45:05	space maneuver
tos3x16	Hitler			historical character
tos3x16	Shakespeare			historical character
tos3x16	Solomon			historical character
tos3x16	3D chess			
tos3x16	impostor			
tos3x16	temper tantrum	Garth as Kirk		
tos3x16	Shakespeare's Sonnet 18			literary reference
tos3x16	Orion dance			
tos3x16	fleet captain			
tos3x16	kiss	Kirk and Marta	27:27-30:00	
tos3x16	Lee Kuan			fictional historical character
tos3x16	Krotus			fictional historical character
tos3x16	double Vulcan neck pinch	Spock to Andorian and Tellarite		
tos3x16	hypospray	McCoy to Andorian	47:17	
tos3x16	landing party	Kirk, Spock	0:30-49:45	
tos3x16	fleet captain	garth		
tos3x16	Romeo and Juliet			literary reference
tos3x16	required reading at the academy			
tos3x16	wine			
tos3x16	In Midnights of November	A.E. Housman		literary reference
tos3x16	physical altercation time		24:25:24:40, 28:50-29:12, 45:40-46:43	
tos3x17	ambassador	Hodin		
tos3x17	vegan choriomeningitis			disease
tos3x17	Vulcan neck pinch	Gideon guard	46:20	
tos3x17	treaty negotiation			
tos3x17	3D chess			
tos3x17	kiss	Kirk and Odona		
tos3x17	voyeurs			
tos3x17	admiral			
tos3x17	farewell	Kirk and Odona	24:45-25:10	
tos3x17	red priority			communication trick
tos3x17	alien babe	Odona		
tos3x17	physical altercation time		34:30-34:45, 46:20-46:30	
tos3x18	red alert	1x	25:20	
tos3x18	yellow alert	1x	2:54	
tos3x18	intruder alert	1x	37:25	
tos3x18	landing party	Kirk, Spock, McCoy, Scotty	14:02-18:20	
tos3x18	beam down	Kirk, Spock, McCoy, Scotty; Mira	14:02, 16:50	
tos3x18	beam up	Kirk, Spock, McCoy, Scotty; Mira	18:20, 18:59	
tos3x18	green glow			light effect
tos3x18	warning shot			
tos3x18	hyperencephalogram			
tos3x18	common cold			
tos3x18	condition yellow			
tos3x18	general quarters			
tos3x18	medical examination			
tos3x18	He's dead Jim	Memory Alpha scholar		
tos3x18	evasive maneuver	Enterprise	21:35	space maneuver
tos3x18	hard to starboard	Enterprise	21:40	space maneuver
tos3x18	hard to port	Enterprise	22:02	space maneuver
tos3x18	warning shot			
tos3x18	Steinman analysis			
tos3x18	security condition 3			
tos3x18	evasive action			
tos3x19	botanical plague			
tos3x19	high advisor	Plasus		character
tos3x19	landing party	Kirk, Spock	1:40-23:20	
tos3x19	heated argument	Kirk and Plasus		
tos3x19	top warp speed			
tos3x19	interrogation	Vanna by Plasus	20:00-20:45	
tos3x19	Vulcan mating cycle			
tos3x19	flashing lights			light effect
tos3x19	stun by phaser	Kirk to sentinel		
tos3x19	hostage			
tos3x19	stargazing	Droxine		
tos3x19	anti-gravity elevation			
tos3x19	physical altercation time		4:25-5:25, 15:00-16:20, 36:04-36:18, 44:02-45:15	
tos3x20	absconded space cruiser			
tos3x20	synthococcus novae			disease
tos3x20	concert			
tos3x20	Neutral Zone			
tos3x20	Vulcan lute			
tos3x20	absconded shuttlecraft			
tos3x20	shuttlecraft			
tos3x20	Mavig's harp			
tos3x20	ship explosion	Aurora		
tos3x20	last second transport	Aurora hippie crew of six to Enterprise	2:20	
tos3x20	old flame	Irena		character
tos3x20	sit in protest			
tos3x20	kiss	Chekov and Irena	28:30-28:50	
tos3x20	cult leader	Servin		character
tos3x20	cut through wall			phaser trick
tos3x20	landing party	Kirk, Chekov, McCoy, Spock	44:06-	
tos3x20	beam down	Kirk, Chekov, Spock, McCoy	44:06	
tos3x20	farewell	Chekov and Irena		
tos3x20	Typhoid Mary			historical reference
tos3x20	pursuit and overtake		0:45	space maneuver
tos3x20	piracy			crime
tos3x20	violation of flight regulations			crime
tos3x20	entering restricted space			crime
tos3x20	acoustics			scientific discipline
tos3x20	communication			scientific discipline
tos3x20	electronics			scientific discipline
tos3x20	scientist			character
tos3x20	Russian stereotyping	chekov&irena		
tos3x20	incitement to disaffection			crime
tos3x20	botany			scientific discipline
tos3x20	physical altercation time		15:50-16:04	
tos3x21	Rigelian fever			disease
tos3x21	landing party	Kirk, McCoy, Spock	0:25-46:45	
tos3x21	hovering robot			
tos3x21	Brahms			historical character
tos3x21	Leonardo da Vinci			historical character
tos3x21	Gutenberg Bible			work of literature, literary reference
tos3x21	Shakespeare First Folio			literary reference
tos3x21	Reginald Pollack			historical character
tos3x21	Alexander the Great			historical character
